date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:14:13	16636/16636	---M--	200	added ('OK')	text/css	date:Fri,%2004%20Dec%202020%2022:21:14%20GMT	https://diassl.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.9.1	D:/My%20Web%20Sites/SATHSARA/diassl.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min74e5.css	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:13	18468/18468	---M--	200	added ('OK')	text/css	date:Fri,%2004%20Dec%202020%2022:21:16%20GMT	https://diassl.com/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.0.14	D:/My%20Web%20Sites/SATHSARA/diassl.com/wp-content/plugins/elementor/assets/lib/animations/animations.minc578.css	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:13	3855/3855	---M--	200	added ('OK')	text/css	date:Fri,%2004%20Dec%202020%2022:21:18%20GMT	https://diassl.com/wp-content/plugins/elementor/assets/css/frontend-legacy.min.css?ver=3.0.14	D:/My%20Web%20Sites/SATHSARA/diassl.com/wp-content/plugins/elementor/assets/css/frontend-legacy.minc578.css	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:14	112213/112213	---M--	200	added ('OK')	text/css	date:Fri,%2004%20Dec%202020%2022:21:18%20GMT	https://diassl.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.0.14	D:/My%20Web%20Sites/SATHSARA/diassl.com/wp-content/plugins/elementor/assets/css/frontend.minc578.css	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:14	2142/2142	---M--	200	added ('OK')	text/css	date:Fri,%2004%20Dec%202020%2022:21:25%20GMT	https://diassl.com/wp-content/uploads/elementor/css/post-25.css?ver=1607120485	D:/My%20Web%20Sites/SATHSARA/diassl.com/wp-content/uploads/elementor/css/post-25553e.css	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:14	1146/1146	---M--	200	added ('OK')	text/css	date:Sun,%2026%20Jul%202020%2023:52:20%20GMT	https://diassl.com/wp-content/plugins/sticky-header-effects-for-elementor/assets/css/she-header-style.css?ver=1.3.2	D:/My%20Web%20Sites/SATHSARA/diassl.com/wp-content/plugins/sticky-header-effects-for-elementor/assets/css/she-header-style9e1e.css	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:14	6352/6352	---M--	200	added ('OK')	text/css	date:Tue,%2015%20Mar%202022%2005:48:23%20GMT	https://diassl.com/wp-content/uploads/elementor/css/post-104.css?ver=1647323303	D:/My%20Web%20Sites/SATHSARA/diassl.com/wp-content/uploads/elementor/css/post-104b17c.css	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:15	113547/113547	---M--	200	added ('OK')	text/css	date:Fri,%2004%20Dec%202020%2022:26:39%20GMT	https://diassl.com/wp-content/uploads/elementor/css/global.css?ver=1607120799	D:/My%20Web%20Sites/SATHSARA/diassl.com/wp-content/uploads/elementor/css/globalbbd1.css	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:15	74372/74372	---M--	200	added ('OK')	text/css	date:Wed,%2002%20Sep%202020%2009:34:38%20GMT	https://diassl.com/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend.css?ver=1.5.3	D:/My%20Web%20Sites/SATHSARA/diassl.com/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontende225.css	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:16	18128/18128	---M--	200	added ('OK')	text/css	date:Sat,%2027%20Mar%202021%2015:22:42%20GMT	https://diassl.com/wp-content/uploads/elementor/css/post-39.css?ver=1616858562	D:/My%20Web%20Sites/SATHSARA/diassl.com/wp-content/uploads/elementor/css/post-39967b.css	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:16	1845/1845	---M--	200	added ('OK')	text/css	date:Fri,%2004%20Dec%202020%2022:34:04%20GMT	https://diassl.com/wp-content/uploads/elementor/css/post-131.css?ver=1607121244	D:/My%20Web%20Sites/SATHSARA/diassl.com/wp-content/uploads/elementor/css/post-1310989.css	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:16	16978/16978	---M--	200	added ('OK')	text/css	date:Sun,%2026%20Jul%202020%2023:51:27%20GMT	https://diassl.com/wp-content/plugins/navmenu-addon-for-elementor/assets/css/frontend.min.css?ver=1.1.6	D:/My%20Web%20Sites/SATHSARA/diassl.com/wp-content/plugins/navmenu-addon-for-elementor/assets/css/frontend.min3ec8.css	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:16	55753/55753	---M--	200	added ('OK')	text/css	date:Fri,%2004%20Dec%202020%2022:21:16%20GMT	https://diassl.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.12.0	D:/My%20Web%20Sites/SATHSARA/diassl.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.minb683.css	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:16	668/668	---M--	200	added ('OK')	text/css	date:Fri,%2004%20Dec%202020%2022:21:16%20GMT	https://diassl.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.12.0	D:/My%20Web%20Sites/SATHSARA/diassl.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.minb683.css	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:17	676/676	---M--	200	added ('OK')	text/css	date:Fri,%2004%20Dec%202020%2022:21:16%20GMT	https://diassl.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.12.0	D:/My%20Web%20Sites/SATHSARA/diassl.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.minb683.css	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:17	661/661	---M--	200	added ('OK')	text/css	date:Fri,%2004%20Dec%202020%2022:21:16%20GMT	https://diassl.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.12.0	D:/My%20Web%20Sites/SATHSARA/diassl.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.minb683.css	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:17	5905/5905	---M--	200	added ('OK')	application/javascript	date:Sun,%2026%20Jul%202020%2023:52:20%20GMT	https://diassl.com/wp-content/plugins/sticky-header-effects-for-elementor/assets/js/she-header.js?ver=1.3.2	D:/My%20Web%20Sites/SATHSARA/diassl.com/wp-content/plugins/sticky-header-effects-for-elementor/assets/js/she-header9e1e.js	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:17	96873/96873	---M--	200	added ('OK')	application/javascript	date:Fri,%2017%20May%202019%2015:55:54%20GMT	https://diassl.com/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	D:/My%20Web%20Sites/SATHSARA/diassl.com/wp-includes/js/jquery/jquery4a5f.js	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:18	15195/15195	---MC-	200	added ('OK')	application/json	date:Tue,%2019%20Apr%202022%2014:44:18%20GMT	https://diassl.com/wp-json/wp/v2/pages/104	D:/My%20Web%20Sites/SATHSARA/diassl.com/wp-json/wp/v2/pages/104.json	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:18	89765/89765	---MC-	200	added ('OK')	application/json	date:Tue,%2019%20Apr%202022%2014:44:18%20GMT	https://diassl.com/wp-json/	D:/My%20Web%20Sites/SATHSARA/diassl.com/wp-json/index.html	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:19	774/774	---MC-	200	added ('OK')	text/xml	date:Tue,%2019%20Apr%202022%2014:44:19%20GMT	https://diassl.com/xmlrpc.php?rsd	D:/My%20Web%20Sites/SATHSARA/diassl.com/xmlrpc0db0.php	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:19	1045/1045	---M--	200	added ('OK')	application/xml	date:Thu,%2012%20Dec%202013%2006:19:10%20GMT	https://diassl.com/wp-includes/wlwmanifest.xml	D:/My%20Web%20Sites/SATHSARA/diassl.com/wp-includes/wlwmanifest.xml	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:19	2197/2197	---MC-	200	added ('OK')	application/json	date:Tue,%2019%20Apr%202022%2014:44:20%20GMT	https://diassl.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdiassl.com%2F	D:/My%20Web%20Sites/SATHSARA/diassl.com/wp-json/oembed/1.0/embed906b.json	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:20	57497/57497	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Apr%202022%2014:44:20%20GMT	https://diassl.com/	D:/My%20Web%20Sites/SATHSARA/diassl.com/index.html	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:20	2291/2291	---MC-	200	added ('OK')	text/xml	date:Tue,%2019%20Apr%202022%2014:44:20%20GMT	https://diassl.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdiassl.com%2F&format=xml	D:/My%20Web%20Sites/SATHSARA/diassl.com/wp-json/oembed/1.0/embedce18	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:20	4286/4286	---M--	200	added ('OK')	image/x-icon	date:Sun,%2029%20Nov%202020%2014:08:36%20GMT	https://diassl.com/wp-content/uploads/2020/11/Sathsara-Dias-Logo.ico	D:/My%20Web%20Sites/SATHSARA/diassl.com/wp-content/uploads/2020/11/Sathsara-Dias-Logo.ico	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:21	45151/45151	---M--	200	added ('OK')	image/png	date:Sun,%2029%20Nov%202020%2013:57:48%20GMT	https://diassl.com/wp-content/uploads/2020/07/Sathsara-Dias-Logo-990x1024.png	D:/My%20Web%20Sites/SATHSARA/diassl.com/wp-content/uploads/2020/07/Sathsara-Dias-Logo-990x1024.png	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:23	249590/249590	---M--	200	added ('OK')	application/pdf	date:Mon,%2030%20Nov%202020%2007:54:56%20GMT	https://diassl.com/wp-content/uploads/2020/11/Resume.pdf	D:/My%20Web%20Sites/SATHSARA/diassl.com/wp-content/uploads/2020/11/Resume.pdf	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:23	65607/65607	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Apr%202022%2014:44:23%20GMT	https://diassl.com/about/	D:/My%20Web%20Sites/SATHSARA/diassl.com/about/index.html	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:23	442772/442772	---M--	200	added ('OK')	image/jpeg	date:Tue,%2015%20Mar%202022%2005:47:35%20GMT	https://diassl.com/wp-content/uploads/2022/03/Sathsara.jpg	D:/My%20Web%20Sites/SATHSARA/diassl.com/wp-content/uploads/2022/03/Sathsara.jpg	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:23	53381/53381	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Apr%202022%2014:44:23%20GMT	https://diassl.com/research/	D:/My%20Web%20Sites/SATHSARA/diassl.com/research/index.html	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:24	6408/6408	---M--	200	added ('OK')	text/css	date:Sun,%2026%20Jul%202020%2023:53:49%20GMT	https://diassl.com/wp-content/plugins/elementor-addon-widgets/vendor/codeinwp/elementor-extra-widgets/css/public.css?ver=1.0.3	D:/My%20Web%20Sites/SATHSARA/diassl.com/wp-content/plugins/elementor-addon-widgets/vendor/codeinwp/elementor-extra-widgets/css/public4bf4.css	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:24	65932/65932	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Apr%202022%2014:44:24%20GMT	https://diassl.com/publications/	D:/My%20Web%20Sites/SATHSARA/diassl.com/publications/index.html	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:24	1051962/1051962	---M--	200	added ('OK')	image/png	date:Fri,%2004%20Dec%202020%2023:57:39%20GMT	https://diassl.com/wp-content/uploads/2020/12/Predicting-the-onset-of-shock-induced-buffet-using-Dynamic-Mode-Decomposition.png	D:/My%20Web%20Sites/SATHSARA/diassl.com/wp-content/uploads/2020/12/Predicting-the-onset-of-shock-induced-buffet-using-Dynamic-Mode-Decomposition.png	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:24	10356/10356	---M--	200	added ('OK')	application/javascript	date:Sun,%2026%20Jul%202020%2022:20:33%20GMT	https://diassl.com/wp-content/themes/astra/assets/js/minified/style.min.js?ver=2.4.5	D:/My%20Web%20Sites/SATHSARA/diassl.com/wp-content/themes/astra/assets/js/minified/style.min747d.js	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:24	1078074/1078074	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Dec%202020%2000:01:47%20GMT	https://diassl.com/wp-content/uploads/2020/12/Dynamic-Mode-Decomposition-Uncovers-Hidden-Oceanographic-Features-Around-the-Strait-of-Gibraltar.png	D:/My%20Web%20Sites/SATHSARA/diassl.com/wp-content/uploads/2020/12/Dynamic-Mode-Decomposition-Uncovers-Hidden-Oceanographic-Features-Around-the-Strait-of-Gibraltar.png	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:25	55566/55566	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Apr%202022%2014:44:25%20GMT	https://diassl.com/contact/	D:/My%20Web%20Sites/SATHSARA/diassl.com/contact/index.html	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:25	1426/1426	---M--	200	added ('OK')	application/javascript	date:Thu,%2015%20Apr%202021%2012:07:00%20GMT	https://diassl.com/wp-includes/js/wp-embed.min.js?ver=5.5.9	D:/My%20Web%20Sites/SATHSARA/diassl.com/wp-includes/js/wp-embed.min647e.js	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:25	52093/52093	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Apr%202022%2014:44:25%20GMT	https://diassl.com/predicting-the-onset-of-shock-induced-buffet-using-dynamic-mode-decomposition/	D:/My%20Web%20Sites/SATHSARA/diassl.com/predicting-the-onset-of-shock-induced-buffet-using-dynamic-mode-decomposition/index.html	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:25	23628/23628	---M--	200	added ('OK')	application/javascript	date:Wed,%2002%20Sep%202020%2009:34:38%20GMT	https://diassl.com/wp-content/plugins/header-footer-elementor/inc/js/frontend.js?ver=1.5.3	D:/My%20Web%20Sites/SATHSARA/diassl.com/wp-content/plugins/header-footer-elementor/inc/js/frontende225.js	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:26	52603/52603	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Apr%202022%2014:44:26%20GMT	https://diassl.com/dynamic-mode-decomposition-uncovers-hidden-oceanographic-features-around-the-strait-of-gibraltar/	D:/My%20Web%20Sites/SATHSARA/diassl.com/dynamic-mode-decomposition-uncovers-hidden-oceanographic-features-around-the-strait-of-gibraltar/index.html	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:26	58367/58367	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Apr%202022%2014:44:26%20GMT	https://diassl.com/page/2/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ	D:/My%20Web%20Sites/SATHSARA/diassl.com/page/2/index1c2a.html	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:26	1580/1580	---M--	200	added ('OK')	application/javascript	date:Sun,%2026%20Jul%202020%2023:53:49%20GMT	https://diassl.com/wp-content/plugins/elementor-addon-widgets/vendor/codeinwp/elementor-extra-widgets/js/obfx-grid.js?ver=1.0.3	D:/My%20Web%20Sites/SATHSARA/diassl.com/wp-content/plugins/elementor-addon-widgets/vendor/codeinwp/elementor-extra-widgets/js/obfx-grid4bf4.js	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:26	57045/57045	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Apr%202022%2014:44:26%20GMT	https://diassl.com/page/3/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ	D:/My%20Web%20Sites/SATHSARA/diassl.com/page/3/index1c2a.html	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:26	8694/8694	---M--	200	added ('OK')	application/javascript	date:Sun,%2026%20Jul%202020%2023:51:27%20GMT	https://diassl.com/wp-content/plugins/navmenu-addon-for-elementor/assets/js/modernizr.custom.js?ver=1.1.6	D:/My%20Web%20Sites/SATHSARA/diassl.com/wp-content/plugins/navmenu-addon-for-elementor/assets/js/modernizr.custom3ec8.js	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:26	56741/56741	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Apr%202022%2014:44:27%20GMT	https://diassl.com/page/4/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ	D:/My%20Web%20Sites/SATHSARA/diassl.com/page/4/index1c2a.html	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:27	15481/15481	---M--	200	added ('OK')	application/javascript	date:Sun,%2026%20Jul%202020%2023:51:27%20GMT	https://diassl.com/wp-content/plugins/navmenu-addon-for-elementor/assets/js/frontend.min.js?ver=1.1.6	D:/My%20Web%20Sites/SATHSARA/diassl.com/wp-content/plugins/navmenu-addon-for-elementor/assets/js/frontend.min3ec8.js	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:27	64122/64122	---M--	200	added ('OK')	application/javascript	date:Fri,%2004%20Dec%202020%2022:21:16%20GMT	https://diassl.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.0.14	D:/My%20Web%20Sites/SATHSARA/diassl.com/wp-content/plugins/elementor/assets/js/frontend-modules.minc578.js	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:27	6438/6438	---M--	200	added ('OK')	application/javascript	date:Thu,%2015%20Apr%202021%2012:07:03%20GMT	https://diassl.com/wp-includes/js/jquery/ui/position.min.js?ver=1.11.4	D:/My%20Web%20Sites/SATHSARA/diassl.com/wp-includes/js/jquery/ui/position.mine899.js	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
20:14:27	10863/10863	---M--	200	added ('OK')	application/javascript	date:Fri,%2004%20Dec%202020%2022:21:14%20GMT	https://diassl.com/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.8.1	D:/My%20Web%20Sites/SATHSARA/diassl.com/wp-content/plugins/elementor/assets/lib/dialog/dialog.mina288.js	(from https://diassl.com/?fbclid=IwAR0NPPySSiTSSVXfMN4XDh-SUR2zuBsbgpVT70JDrODT6FI2Kel0snT-QcQ)
